Exon	GeneName	AlternativeSplicedExon	PanExpressionScore	RepresentativeExon	Location	Tier	Expression_High_in_Normal	Expression_High_In_Tumor
PXDN_chr2_1676957_1677044_-	PXDN	Gene	1.875	false	MATRISOME_SURFACEOME	Not Prioritized	Ovary,Adipose_Tissue,Bladder,	ST,BT,MB,HGG,NBL,LGG,EWS,DSRCT,CPC,WLM,RHB,
PTPRZ1_chr7_122061080_122061828_+	PTPRZ1	Gene	0.875	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	BT,MEL,EPD,HGG,LGG,
SMOC1_chr14_69879416_69879777_+	SMOC1	Gene	0.4375	false	MATRISOME	Tier2		DSRCT,EPD,LGG,
CDH4_chr20_61743563_61743627_+	CDH4	Gene	0.1875	false	SURFACEOME	Tier1		DSRCT,
COL2A1_chr12_47996548_47996625_-	COL2A1	Gene	0.375	false	MATRISOME	Tier2		,WLM,
NTM_chr11_132335046_132335147_+	NTM	Gene	0.625	false	SURFACEOME	Not Prioritized	,Brain,	EPD,HGG,LGG,
PMEL_chr12_55957186_55957386_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
BCAN_chr1_156648571_156648861_+	BCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
LAMA3_chr18_23845009_23845124_+	LAMA3	Gene	0.125	false	MATRISOME	Tier2		RB,
ABCA1_chr9_104819586_104819723_-	ABCA1	Gene	1.0625	false	SURFACEOME	Tier2	Adrenal_Gland,	RB,ST,BT,MEL,HGG,DSRCT,
AMPH_chr7_38461283_38461411_-	AMPH	Gene	0.5	false	SURFACEOME	Tier2		MB,RB,
NAV2_chr11_20114592_20114795_+	NAV2	Gene	0.6875	false	MATRISOME	Tier2	Blood_Vessel,Thyroid,	EPD,HGG,LGG,
COL5A2_chr2_189098727_189098759_-	COL5A2	Gene	1.4375	false	MATRISOME	Not Prioritized	Uterus,Bladder,Colon,Cervix_Uteri,Blood_Vessel,	EWS,BT,ST,DSRCT,OS,MEL,RHB,
LAMA1_chr18_6973057_6973207_-	LAMA1	Gene	0.25	false	MATRISOME	Tier1	Testis,	RB,EPD,
PDGFRA_chr4_54261095_54261412_+	PDGFRA	Gene	0.6875	false	SURFACEOME	Tier2	Ovary,	ST,DSRCT,BT,HGG,LGG,
L1CAM_chrX_153864821_153864994_-	L1CAM	Gene	0.4375	false	SURFACEOME	Not Prioritized	Brain,Pituitary,Colon,Nerve,	RB,MB,NBL,
DLK1_chr14_100732044_100732180_+	DLK1	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	,Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
LTBP1_chr2_32948875_32948945_+	LTBP1	Gene	0.1875	false	MATRISOME	Not Prioritized		WLM,
COL2A1_chr12_47980915_47980968_-	COL2A1	Gene	0.375	false	MATRISOME	Tier2		CPC,WLM,
FBN1_chr15_48537711_48537808_-	FBN1	Gene	0.9375	false	MATRISOME	Tier2		EWS,DSRCT,BT,MEL,RHB,ST,
CD4_chr12_6814142_6814258_+	CD4	Gene	0.6875	false	SURFACEOME	Not Prioritized	Spleen,Lung,	ST,
CDH4_chr20_61894910_61895047_+	CDH4	Gene	0.25	false	SURFACEOME	Tier1		,DSRCT,
RELN_chr7_103723140_103723191_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
HMCN1_chr1_185977787_185977981_+	HMCN1	Gene	0.4375	false	MATRISOME	Tier2		MEL,EWS,
PTPRZ1_chr7_122012648_122012821_+	PTPRZ1	Gene	0.75	false	MATRISOME_SURFACEOME	Not Prioritized		BT,EPD,HGG,LGG,
SCUBE3_chr6_35241806_35241910_+	SCUBE3	Gene	0.1875	false	SURFACEOME	Tier2		DSRCT,
COL11A1_chr1_103001925_103001969_-	COL11A1	Gene	0.625	false	MATRISOME_SURFACEOME	Tier1		CPC,OS,
L1CAM_chrX_153865299_153865500_-	L1CAM	Gene	0.375	false	SURFACEOME	Not Prioritized	Nerve,Brain,Colon,	MB,NBL,
COL12A1_chr6_75189552_75189815_-	COL12A1	Gene	0.6875	false	MATRISOME	Not Prioritized		ST,DSRCT,OS,MEL,
CDH3_chr16_68685205_68685350_+	CDH3	Gene	0.3125	false	SURFACEOME	Not Prioritized	Ovary,	MEL,CPC,
COL9A1_chr6_70216684_70217081_-	COL9A1	Gene	0.375	false	MATRISOME	Tier1		RB,LGG,
PTPRZ1_chr7_122028434_122028643_+	PTPRZ1	Gene	0.9375	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,	BT,MEL,MB,EPD,HGG,LGG,
PROM1_chr4_15984263_15984355_-	PROM1	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	Small_Intestine,Kidney,Salivary_Gland,	CPC,RB,
ENPP2_chr8_119638425_119638527_-	ENPP2	Gene	0.625	false	SURFACEOME	Not Prioritized	Uterus,Fallopian_Tube,Adipose_Tissue,Breast,	OS,MEL,NBL,
GPC6_chr13_93830154_93830545_+	GPC6	Gene	0.4375	false	MATRISOME	Tier2		RB,MB,
PAPPA_chr9_116332432_116332468_+	PAPPA	Gene	0.1875	false	MATRISOME	Tier2		,EWS,
SEMA6D_chr15_47761330_47761431_+	SEMA6D	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier1		,RB,MB,
PTPRG_chr3_62003349_62003497_+	PTPRG	Gene	1.1875	false	SURFACEOME	Tier2		EWS,ST,BT,MEL,MB,WLM,DSRCT,
INSR_chr19_7184316_7184637_-	INSR	Gene	0.875	false	SURFACEOME	Tier2		EWS,RB,ST,BT,MB,
NRG1_chr8_32548619_32548826_+	NRG1	Gene	0.125	false	MATRISOME_SURFACEOME	Tier1		DSRCT,
ITGA4_chr2_181534815_181534935_+	ITGA4	Gene	0.75	false	MATRISOME_SURFACEOME	Tier2	Spleen,	EWS,RB,OS,
CDH11_chr16_64988157_64988344_-	CDH11	Gene	1.875	true	SURFACEOME	Tier2	Nerve,Lung,Bladder,Blood_Vessel,Ovary,	RB,DSRCT,BT,MB,EPD,HGG,WLM,LGG,EWS,ST,OS,RHB,
LAMA2_chr6_129280061_129280147_+	LAMA2	Gene	0.375	false	MATRISOME	Not Prioritized	Heart,Ovary,	MB,
TF_chr3_133754503_133754671_+	TF	Gene	0.5625	false	MATRISOME	Not Prioritized	Salivary_Gland,Brain,Liver,	HGG,RB,LGG,
PMEL_chr12_55961622_55961732_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
COLEC12_chr18_334742_335230_-	COLEC12	Gene	0.6875	false	MATRISOME_SURFACEOME	Not Prioritized	Cervix_Uteri,	OS,EPD,LGG,CPC,
DLK1_chr14_100732044_100732182_+	DLK1	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	,Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
PAPPA_chr9_116362592_116362739_+	PAPPA	Gene	0.1875	false	MATRISOME	Tier2		,EWS,
ADAMTS9_chr3_64649637_64649778_-	ADAMTS9	Gene	0.3125	false	MATRISOME	Not Prioritized		ST,
P2RX7_chr12_121154785_121154953_+	P2RX7	Gene	0.3125	false	SURFACEOME	Not Prioritized		LGG,
PKD1_chr16_2117791_2118078_-	PKD1	Gene	1.125	false	SURFACEOME	Not Prioritized	Pituitary,	MB,CPC,EPD,HGG,RHB,LGG,
FBN1_chr15_48465568_48465693_-	FBN1	Gene	1.1875	false	MATRISOME	Tier2	Ovary,Adipose_Tissue,Blood_Vessel,	EWS,DSRCT,BT,OS,MEL,RHB,ST,
SMOC1_chr14_69992384_69992473_+	SMOC1	Gene	0.875	false	MATRISOME	Tier2	Brain,Liver,Prostate,Testis,	MB,DSRCT,EPD,HGG,LGG,
NAV2_chr11_20100937_20101172_+	NAV2	Gene	0.75	false	MATRISOME	Tier2	Blood_Vessel,	MEL,EPD,HGG,LGG,
LRP2_chr2_169272927_169273067_-	LRP2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		RB,
LOXL2_chr8_23328382_23328565_-	LOXL2	Gene	0.6875	false	MATRISOME	Tier2		OS,RHB,
MMP9_chr20_46011574_46011743_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
COL2A1_chr12_47999919_48000125_-	COL2A1	Gene	0.25	false	MATRISOME	Tier2		,WLM,
IGF2R_chr6_160043148_160043288_+	IGF2R	Gene	1.375	false	MATRISOME_SURFACEOME	Not Prioritized	Muscle,	EWS,RB,ST,DSRCT,ACT,BT,MEL,MB,RHB,
COL2A1_chr12_47982848_47982946_-	COL2A1	Gene	0.375	false	MATRISOME	Tier2		CPC,WLM,
COL2A1_chr12_47989228_47989281_-	COL2A1	Gene	0.25	false	MATRISOME	Tier2		,WLM,
COL12A1_chr6_75194831_75194947_-	COL12A1	Gene	0.4375	false	MATRISOME	Not Prioritized		OS,
ALCAM_chr3_105547149_105547284_+	ALCAM	Gene	1.3125	false	SURFACEOME	Not Prioritized	Stomach,Salivary_Gland,Lung,Blood_Vessel,Thyroid,	ST,HGG,EWS,DSRCT,BT,NBL,LGG,
ACHE_chr7_100894107_100894233_-	ACHE	Gene	0.1875	false	MATRISOME	Not Prioritized	Brain,Muscle,	NBL,
COL2A1_chr12_47992878_47992931_-	COL2A1	Gene	0.25	false	MATRISOME	Tier2		,WLM,
ABCG1_chr21_42271070_42271187_+	ABCG1	Gene	0.75	false	SURFACEOME	Not Prioritized	Adrenal_Gland,	RB,CPC,LGG,
ADAM19_chr5_157509301_157509467_-	ADAM19	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		RB,
ASTN1_chr1_176876537_176876637_-	ASTN1	Gene	0.75	false	SURFACEOME	Tier2	Brain,Pituitary,Adrenal_Gland,	HGG,DSRCT,LGG,
ADAM9_chr8_38996986_38997160_+	ADAM9	Gene	0.875	false	MATRISOME_SURFACEOME	Not Prioritized		ST,BT,
HEG1_chr3_125009705_125009824_-	HEG1	Gene	0.9375	false	SURFACEOME	Tier2		ST,BT,RB,
ITGAV_chr2_186675381_186675927_+	ITGAV	Gene	1.25	false	MATRISOME_SURFACEOME	Tier2		ST,DSRCT,BT,MEL,HGG,LGG,
DLK1_chr14_100732044_100732181_+	DLK1	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	,Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
THSD7A_chr7_11474334_11474568_-	THSD7A	Gene	0.25	false	SURFACEOME	Tier2		RB,MB,
PTPRZ1_chr7_122010334_122011309_+	PTPRZ1	Gene	0.8125	false	MATRISOME_SURFACEOME	Not Prioritized		BT,MB,EPD,HGG,LGG,
CD109_chr6_73766948_73767010_+	CD109	Gene	0.25	false	MATRISOME	Tier2		MEL,
CHL1_chr3_382179_382280_+	CHL1	Gene	0.5625	false	SURFACEOME	Tier2	Nerve,	BT,HGG,LGG,
WIF1_chr12_65067743_65067790_-	WIF1	Gene	0.1875	false	MATRISOME	Not Prioritized	Brain,Lung,	RB,
SEMA3A_chr7_84134794_84134951_-	SEMA3A	Gene	0.125	false	SURFACEOME	Tier1		MB,
HMCN1_chr1_185933549_185933824_+	HMCN1	Gene	0.3125	false	MATRISOME	Tier2		MEL,EWS,
MMP9_chr20_46011574_46011744_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
ACAN_chr15_88873842_88874024_+	ACAN	Gene	0.125	false	MATRISOME	Tier2	Blood_Vessel,	OS,
CDH15_chr16_89179416_89179574_+	CDH15	Gene	0.25	false	SURFACEOME	Tier2	Muscle,	OS,RHB,
PDGFRA_chr4_54267289_54267460_+	PDGFRA	Gene	0.75	false	SURFACEOME	Tier2	Ovary,Fallopian_Tube,Bladder,	ST,DSRCT,BT,HGG,LGG,
SERPINE2_chr2_223998115_223998342_-	SERPINE2	Gene	1.9375	false	MATRISOME	Not Prioritized	Heart,Testis,Nerve,Brain,Ovary,	EWS,ST,BT,CPC,EPD,NBL,WLM,RHB,OS,MEL,HGG,LGG,
ABCA1_chr9_104814118_104814231_-	ABCA1	Gene	1.0625	false	SURFACEOME	Tier2	Adrenal_Gland,	RB,ST,BT,MEL,HGG,DSRCT,
ADAM10_chr15_58640777_58640960_-	ADAM10	Gene	2.375	false	MATRISOME_SURFACEOME	Tier2		ACT,OS,CPC,EPD,HGG,WLM,RHB,LGG,EWS,RB,ST,DSRCT,BT,MEL,MB,
DLK1_chr14_100732042_100732183_+	DLK1	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	,Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
CD83_chr6_14131520_14131748_+	CD83	Gene	0.625	false	SURFACEOME	Tier2		,ACT,
LDLR_chr19_11100223_11100345_+	LDLR	Gene	0.625	true	MATRISOME_SURFACEOME	Tier2	Adrenal_Gland,	,ACT,
TNC_chr9_115048260_115048532_-	TNC	AS	0.8125	true	MATRISOME_SURFACEOME	Tier1		OS,LGG,EPD,HGG,
MAN2A1_chr5_109847657_109847790_+	MAN2A1	Gene	1.3125	false	SURFACEOME	Tier2	Adrenal_Gland,	ST,DSRCT,ACT,BT,MEL,EWS,
ACHE_chr7_100893165_100894252_-	ACHE	Gene	0.1875	false	MATRISOME	Not Prioritized		NBL,
MET_chr7_116758459_116758620_+	MET	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		MEL,
TF_chr3_133755363_133755495_+	TF	Gene	0.5625	false	MATRISOME	Not Prioritized	Testis,Salivary_Gland,Brain,Liver,	HGG,RB,LGG,
SMOC1_chr14_69977916_69977965_+	SMOC1	Gene	0.875	false	MATRISOME	Tier2	Brain,Liver,Prostate,Testis,	MB,DSRCT,EPD,HGG,LGG,
SCUBE3_chr6_35242622_35242780_+	SCUBE3	Gene	0.25	false	SURFACEOME	Tier2		DSRCT,
HMCN1_chr1_186023030_186023153_+	HMCN1	Gene	0.375	false	MATRISOME	Tier2		MEL,EWS,
ITGAV_chr2_186636082_186636207_+	ITGAV	Gene	2.1875	false	MATRISOME_SURFACEOME	Tier2		OS,EPD,RHB,EWS,RB,ST,DSRCT,BT,MEL,MB,HGG,LGG,
LUZP2_chr11_24732118_24732188_+	LUZP2	Gene	0.1875	false	SURFACEOME	Tier1		LGG,
ADAM10_chr15_58679159_58679282_-	ADAM10	Gene	2.3125	false	MATRISOME_SURFACEOME	Tier2		OS,CPC,EPD,HGG,WLM,RHB,LGG,EWS,RB,ST,DSRCT,BT,MEL,MB,
VWF_chr12_6121177_6121338_-	VWF	Gene	0.875	false	MATRISOME	Not Prioritized	Heart,Lung,Adipose_Tissue,Breast,	ST,BT,MB,
CEP55_chr10_93518877_93519111_+	CEP55	Gene	0.125	false	SURFACEOME	Tier2		RB,
PMEL_chr12_55958473_55958607_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
THSD4_chr15_71242649_71243096_+	THSD4	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		DSRCT,
ITGAV_chr2_186633329_186633374_+	ITGAV	Gene	1.625	false	MATRISOME_SURFACEOME	Tier2		EWS,RB,DSRCT,OS,MEL,MB,HGG,LGG,ST,BT,
COL12A1_chr6_75138822_75138961_-	COL12A1	Gene	0.875	false	MATRISOME	Not Prioritized	Nerve,Ovary,	EWS,ST,DSRCT,MEL,RHB,OS,
LTBP1_chr2_33252727_33252844_+	LTBP1	Gene	1.125	false	MATRISOME	Not Prioritized	Heart,Uterus,Bladder,Cervix_Uteri,Blood_Vessel,	ST,BT,OS,CPC,EPD,WLM,RHB,
GFRA2_chr8_21702805_21702977_-	GFRA2	Gene	0.25	false	SURFACEOME	Tier2	Testis,Thyroid,	NBL,
COL12A1_chr6_75146102_75146285_-	COL12A1	Gene	0.6875	false	MATRISOME	Not Prioritized	Ovary,	ST,DSRCT,OS,MEL,RHB,
PTPRZ1_chr7_121873361_121873557_+	PTPRZ1	Gene	0.75	false	MATRISOME_SURFACEOME	Not Prioritized		BT,EPD,HGG,LGG,
COL20A1_chr20_63297910_63298020_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
IMPG2_chr3_101228797_101228876_-	IMPG2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		MB,RB,
TFRC_chr3_196073930_196074433_-	TFRC	Gene	0.75	false	MATRISOME_SURFACEOME	Tier2		RB,DSRCT,BT,
COL9A1_chr6_70254476_70254529_-	COL9A1	Gene	0.625	false	MATRISOME	Tier1		CPC,RB,LGG,
PTPRZ1_chr7_122061080_122061822_+	PTPRZ1	Gene	0.875	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	BT,MEL,EPD,HGG,LGG,
COL13A1_chr10_69947307_69947342_+	COL13A1	Gene	0.1875	false	MATRISOME	Tier2		WLM,
NAV2_chr11_20097577_20097745_+	NAV2	Gene	0.875	false	MATRISOME	Tier2	Blood_Vessel,	BT,MEL,EPD,HGG,LGG,
COL11A1_chr1_102876468_102878165_-	COL11A1	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		,OS,
SEMA6A_chr5_116502210_116502327_-	SEMA6A	Gene	1.0	false	SURFACEOME	Tier2	Adrenal_Gland,	MEL,MB,HGG,RHB,LGG,BT,
COL11A2_chr6_33180668_33180730_-	COL11A2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2	Pituitary,	OS,
CDH2_chr18_28002997_28003169_-	CDH2	Gene	1.625	false	SURFACEOME	Tier2	Heart,Testis,Adrenal_Gland,	DSRCT,BT,OS,EPD,NBL,LGG,RB,MB,HGG,WLM,
COL11A2_chr6_33177412_33177465_-	COL11A2	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2	Pituitary,	OS,
CP_chr3_149198367_149198453_-	CP	Gene	0.5	false	SURFACEOME	Tier2	Salivary_Gland,Blood_Vessel,Liver,	DSRCT,CPC,EPD,
CDH8_chr16_62021160_62021602_-	CDH8	Gene	0.125	false	MATRISOME_SURFACEOME	Tier1		EWS,
TFRC_chr3_196065443_196065550_-	TFRC	Gene	1.875	false	MATRISOME_SURFACEOME	Tier2	Ovary,Fallopian_Tube,Lung,	EWS,ST,ACT,OS,MEL,MB,HGG,RHB,RB,DSRCT,BT,
CP_chr3_149212451_149212698_-	CP	Gene	0.1875	false	SURFACEOME	Tier2	Liver,	DSRCT,
ABCA1_chr9_104792786_104792906_-	ABCA1	Gene	1.5625	false	SURFACEOME	Tier2	Adrenal_Gland,	EWS,RB,ST,MB,EPD,HGG,LGG,DSRCT,BT,MEL,
NPC1_chr18_23556243_23556613_-	NPC1	Gene	0.5625	false	SURFACEOME	Not Prioritized		MEL,
ITGA6_chr2_172468998_172469380_+	ITGA6	Gene	0.4375	false	MATRISOME_SURFACEOME	Tier2	Nerve,	DSRCT,BT,
SMPDL3B_chr1_27935029_27935244_+	SMPDL3B	Gene	0.1875	false	SURFACEOME	Tier2		,DSRCT,
INSR_chr19_7142816_7143040_-	INSR	Gene	1.0	false	SURFACEOME	Tier2	Pancreas,	EWS,RB,ST,ACT,BT,MB,
RELN_chr7_103483653_103483850_-	RELN	Gene	0.3125	false	MATRISOME	Tier2	Nerve,	EPD,MB,
CD109_chr6_73780424_73780498_+	CD109	Gene	0.3125	false	MATRISOME	Tier2		MEL,
SMPDL3B_chr1_27935056_27935244_+	SMPDL3B	Gene	0.1875	false	SURFACEOME	Tier2		,DSRCT,
CPD_chr17_30449553_30449748_+	CPD	Gene	1.375	false	SURFACEOME	Tier2	Testis,Salivary_Gland,	EWS,ST,DSRCT,BT,MEL,MB,WLM,RB,
COL9A1_chr6_70216524_70217081_-	COL9A1	Gene	0.375	false	MATRISOME	Tier1		RB,LGG,
NTM_chr11_132307689_132307763_+	NTM	Gene	0.6875	false	SURFACEOME	Not Prioritized	Brain,	RB,EPD,HGG,LGG,
TNC_chr9_115064647_115064919_-	TNC	AS	0.875	false	MATRISOME_SURFACEOME	Tier1		EPD,OS,HGG,
QSOX2_chr9_136219030_136219164_-	QSOX2	Gene	1.0	false	SURFACEOME	Tier2	Pituitary,	ACT,MB,RB,
CSPG4_chr15_75693070_75693233_-	CSPG4	Gene	0.5625	false	MATRISOME_SURFACEOME	Not Prioritized	Blood_Vessel,	OS,MEL,HGG,LGG,
AGRN_chr1_1044109_1044257_+	AGRN	Gene	1.8125	false	MATRISOME_SURFACEOME	Tier2	Salivary_Gland,Lung,Pancreas,Kidney,Thyroid,	ST,DSRCT,BT,OS,MEL,WLM,RHB,LGG,CPC,EPD,HGG,
COL5A1_chr9_134829981_134832891_+	COL5A1	Gene	0.1875	false	MATRISOME_SURFACEOME	Not Prioritized		OS,
PTPRZ1_chr7_121967951_121968130_+	PTPRZ1	Gene	1.0	false	MATRISOME_SURFACEOME	Not Prioritized		MEL,MB,EPD,BT,HGG,LGG,
NAV2_chr11_20107664_20107782_+	NAV2	Gene	0.9375	true	MATRISOME	Tier2	Colon,Blood_Vessel,Thyroid,	BT,MEL,HGG,LGG,EPD,
ALCAM_chr3_105545189_105545310_+	ALCAM	Gene	1.3125	false	SURFACEOME	Not Prioritized	Salivary_Gland,Lung,Blood_Vessel,	ST,HGG,EWS,DSRCT,BT,NBL,LGG,
ADAM19_chr5_157507056_157507140_-	ADAM19	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		RB,
NTM_chr11_132307689_132307762_+	NTM	Gene	0.6875	false	SURFACEOME	Not Prioritized	Brain,	RB,EPD,HGG,LGG,
COL13A1_chr10_69905787_69905822_+	COL13A1	Gene	0.3125	false	MATRISOME	Tier2		DSRCT,
SEMA3C_chr7_80810611_80810701_-	SEMA3C	Gene	0.875	false	MATRISOME	Tier2	Bladder,Cervix_Uteri,	RB,ST,DSRCT,MEL,
DLK1_chr14_100728933_100729066_+	DLK1	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2	Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
PTPRZ1_chr7_122019124_122019268_+	PTPRZ1	Gene	1.0625	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,	MEL,MB,BT,EPD,HGG,LGG,
HMCN1_chr1_185911674_185911780_+	HMCN1	Gene	0.4375	false	MATRISOME	Tier2		MEL,EWS,
LUZP2_chr11_24738221_24738302_+	LUZP2	Gene	0.1875	false	SURFACEOME	Tier1		LGG,
MMP16_chr8_88056128_88056278_-	MMP16	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		LGG,
COL20A1_chr20_63312792_63312934_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
PTPRZ1_chr7_122047670_122047790_+	PTPRZ1	Gene	0.4375	false	MATRISOME_SURFACEOME	Not Prioritized		,HGG,LGG,
NAV2_chr11_19946401_19946509_+	NAV2	Gene	0.625	false	MATRISOME	Tier2		BT,MEL,HGG,
FBN2_chr5_128258037_128259829_-	FBN2	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		ACT,
SEMA6A_chr5_116477846_116477926_-	SEMA6A	Gene	1.0625	false	SURFACEOME	Tier2	Adrenal_Gland,	BT,MB,HGG,WLM,RHB,LGG,
QSOX2_chr9_136224007_136224112_-	QSOX2	Gene	0.9375	false	SURFACEOME	Tier2	Pituitary,	ACT,MB,RB,
THSD7A_chr7_11590460_11590641_-	THSD7A	Gene	0.3125	false	SURFACEOME	Tier2		MB,RB,
TNR_chr1_175406216_175406777_-	TNR	Gene	0.125	false	MATRISOME	Tier2		LGG,
CD163_chr12_7496813_7497133_-	CD163	Gene	0.625	false	MATRISOME_SURFACEOME	Not Prioritized	Small_Intestine,Lung,Adipose_Tissue,Adrenal_Gland,Spleen,	BT,
COLQ_chr3_15455899_15456019_-	COLQ	Gene	0.1875	false	MATRISOME	Not Prioritized		EPD,
CP_chr3_149210168_149210379_-	CP	Gene	0.25	false	SURFACEOME	Tier2	,Liver,	DSRCT,
HMCN1_chr1_186119745_186119882_+	HMCN1	Gene	0.4375	false	MATRISOME	Tier2		MEL,EWS,
DLK1_chr14_100728933_100729065_+	DLK1	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2	Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
AMPH_chr7_38426954_38426986_-	AMPH	Gene	0.3125	false	SURFACEOME	Tier2	Brain,Pituitary,	RB,
PXDN_chr2_1662072_1662184_-	PXDN	Gene	1.5	false	MATRISOME_SURFACEOME	Not Prioritized	Ovary,Adipose_Tissue,Bladder,	EWS,ST,DSRCT,BT,HGG,NBL,CPC,WLM,RHB,
ENPP3_chr6_131674162_131674410_+	ENPP3	Gene	0.25	false	MATRISOME_SURFACEOME	Tier1		,EWS,
MMP9_chr20_46013657_46013796_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
ITGA1_chr5_52861447_52861559_+	ITGA1	Gene	0.875	false	MATRISOME_SURFACEOME	Not Prioritized	Bladder,Blood_Vessel,	EWS,ST,ACT,DSRCT,
SEMA6D_chr15_47760304_47760415_+	SEMA6D	Gene	0.75	false	MATRISOME_SURFACEOME	Tier1		DSRCT,BT,RB,MB,
ADAM19_chr5_157530807_157530883_-	ADAM19	Gene	0.375	false	MATRISOME_SURFACEOME	Tier2		,RB,
COL11A1_chr1_102962653_102962684_-	COL11A1	Gene	0.9375	false	MATRISOME_SURFACEOME	Tier1		ACT,MEL,HGG,LGG,OS,CPC,
COLEC12_chr18_348065_348163_-	COLEC12	Gene	0.9375	false	MATRISOME_SURFACEOME	Not Prioritized	Lung,Cervix_Uteri,	BT,OS,EPD,LGG,CPC,
SEMA6A_chr5_116446134_116447811_-	SEMA6A	Gene	0.5	false	SURFACEOME	Tier2	Adrenal_Gland,	WLM,
LIFR_chr5_38496382_38496534_-	LIFR	Gene	1.0625	false	MATRISOME_SURFACEOME	Tier2		BT,MB,EPD,HGG,LGG,EWS,
PAPPA_chr9_116332333_116332468_+	PAPPA	Gene	0.1875	false	MATRISOME	Tier2		,EWS,
CDH11_chr16_65004766_65005041_-	CDH11	Gene	1.375	false	SURFACEOME	Tier2	Ovary,	ST,DSRCT,BT,OS,WLM,RHB,EWS,
COL13A1_chr10_69931160_69931256_+	COL13A1	Gene	0.1875	false	MATRISOME	Tier2		,EWS,
ENPP1_chr6_131849990_131850106_+	ENPP1	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		EWS,
SULF1_chr8_69586357_69586460_+	SULF1	Gene	1.125	false	MATRISOME	Tier2	Colon,Blood_Vessel,	ST,DSRCT,BT,OS,RHB,CPC,
COL11A1_chr1_102914352_102914405_-	COL11A1	Gene	0.8125	false	MATRISOME_SURFACEOME	Tier1		ACT,CPC,HGG,LGG,OS,
COL12A1_chr6_75175038_75175310_-	COL12A1	Gene	0.4375	false	MATRISOME	Not Prioritized		OS,
LDLR_chr19_11105307_11105600_+	LDLR	Gene	0.375	false	MATRISOME_SURFACEOME	Tier2	Adrenal_Gland,	,ACT,
PTPRC_chr1_198750492_198750626_+	PTPRC	Gene	1.0	false	MATRISOME_SURFACEOME	Not Prioritized	Small_Intestine,Spleen,Lung,Blood,	ST,BT,MEL,LGG,
SULF1_chr8_69640808_69640841_+	SULF1	Gene	1.25	true	MATRISOME	Tier2	Uterus,Colon,Prostate,Thyroid,Blood_Vessel,	ST,DSRCT,BT,OS,RHB,LGG,CPC,
SEMA7A_chr15_74417591_74417675_-	SEMA7A	Gene	0.4375	false	MATRISOME	Not Prioritized	Testis,Nerve,Spleen,	ACT,LGG,
SORL1_chr11_121478118_121478243_+	SORL1	Gene	0.9375	false	SURFACEOME	Tier2		LGG,RB,DSRCT,BT,
DLK1_chr14_100728933_100729063_+	DLK1	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2	Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
